hours_worked,overtime_hours,projects_handled,meetings_count,workload_rating,deadline_pressure,productivity_rating,task_delay,breaks,break_duration,sick_days,leave_days,exhaustion_rating,travel,travel_enjoyment,family_time,social_satisfaction,commute_time,wlb_score,wlb_label
>50,1-5,2-3,11-15,5.0,5.0,3.0,Always,1,10-20,1,1,5.0,No travel,5.0,3-5,5.0,30-60,650.1,MODERATE
<35,>15,>8,0-5,4.0,4.0,4.0,Often,3,10-20,2,2,3.0,No travel,5.0,3-5,2.0,<30,660.3,MODERATE
40-45,None,6-8,16-20,4.0,4.0,4.0,Often,3,10-20,2,2,3.0,No travel,5.0,3-5,2.0,30-60,662.0,MODERATE
<35,6-10,4-5,0-5,4.0,4.0,1.0,Often,1,<10,1,1,4.0,>3 trips,1.0,6-10,2.0,<30,641.0,MODERATE
45-50,11-15,4-5,16-20,2.0,2.0,4.0,Rarely,2,30-45,3,3,2.0,3 trips,2.0,>15,2.0,1-2h,712.1,GOOD
>50,1-5,4-5,11-15,3.0,3.0,3.0,Sometimes,4+,20-30,None,3,2.0,>3 trips,1.0,<3,2.0,>2h,605.2,MODERATE
35-40,6-10,2-3,6-10,5.0,5.0,4.0,Always,2,Unknown,1,3,4.0,1 trip,4.0,11-15,4.0,30-60,711.9,GOOD
40-45,1-5,6-8,11-15,2.0,2.0,3.0,Rarely,2,30-45,None,3,2.0,2 trips,4.0,3-5,5.0,No commute,734.0,GOOD
35-40,11-15,6-8,16-20,1.0,1.0,5.0,Never,2,20-30,1,3,1.0,3 trips,2.0,11-15,1.0,No commute,737.6,GOOD
<35,>15,>8,6-10,1.0,1.0,4.0,Never,2,30-45,2,None,2.0,1 trip,5.0,<3,5.0,<30,731.2,GOOD
35-40,>15,6-8,0-5,1.0,1.0,4.0,Never,2,Unknown,None,1,2.0,3 trips,4.0,>15,5.0,<30,734.6,GOOD
35-40,11-15,4-5,0-5,2.0,2.0,4.0,Rarely,3,>45,4+,4+,2.0,1 trip,2.0,>15,4.0,30-60,699.8,MODERATE
45-50,6-10,6-8,>20,3.0,3.0,1.0,Sometimes,3,<10,2,2,3.0,2 trips,5.0,>15,4.0,1-2h,676.0,MODERATE
45-50,None,>8,0-5,2.0,2.0,2.0,Rarely,2,<10,2,1,2.0,2 trips,5.0,<3,2.0,No commute,679.8,MODERATE
>50,None,6-8,>20,4.0,4.0,4.0,Often,1,<10,2,2,4.0,3 trips,3.0,3-5,2.0,30-60,672.2,MODERATE
<35,1-5,6-8,6-10,3.0,3.0,2.0,Sometimes,2,30-45,None,1,3.0,>3 trips,3.0,3-5,5.0,No commute,658.1,MODERATE
45-50,11-15,4-5,11-15,3.0,3.0,2.0,Sometimes,2,30-45,3,1,3.0,1 trip,3.0,3-5,5.0,>2h,658.1,MODERATE
45-50,11-15,6-8,11-15,5.0,5.0,1.0,Always,None,<10,1,2,5.0,2 trips,1.0,3-5,5.0,<30,591.4,MODERATE
>50,None,2-3,6-10,2.0,2.0,2.0,Rarely,1,10-20,1,3,3.0,1 trip,2.0,3-5,5.0,30-60,657.3,MODERATE
40-45,6-10,>8,6-10,1.0,1.0,2.0,Never,3,>45,4+,2,1.0,No travel,2.0,3-5,1.0,<30,668.5,MODERATE
>50,11-15,>8,16-20,1.0,1.0,5.0,Never,3,<10,3,2,1.0,>3 trips,2.0,3-5,5.0,30-60,717.6,GOOD
35-40,>15,>8,0-5,2.0,2.0,4.0,Rarely,3,<10,2,2,2.0,>3 trips,1.0,11-15,2.0,<30,669.8,MODERATE
35-40,>15,6-8,0-5,2.0,2.0,5.0,Rarely,2,10-20,1,3,2.0,3 trips,1.0,3-5,4.0,<30,713.2,GOOD
45-50,11-15,2-3,0-5,3.0,3.0,4.0,Sometimes,3,20-30,None,1,3.0,1 trip,4.0,6-10,2.0,30-60,691.5,MODERATE
45-50,6-10,>8,>20,2.0,2.0,2.0,Rarely,4+,10-20,2,4+,2.0,1 trip,3.0,3-5,1.0,>2h,689.1,MODERATE
>50,>15,1,0-5,2.0,2.0,5.0,Rarely,1,<10,2,4+,3.0,2 trips,2.0,>15,4.0,No commute,645.9,MODERATE
>50,6-10,4-5,16-20,4.0,4.0,4.0,Often,1,>45,3,1,4.0,No travel,2.0,6-10,5.0,30-60,654.6,MODERATE
<35,None,1,11-15,2.0,2.0,4.0,Rarely,2,30-45,3,2,2.0,No travel,5.0,6-10,4.0,>2h,704.7,GOOD
35-40,1-5,1,11-15,2.0,2.0,4.0,Rarely,2,30-45,1,1,2.0,1 trip,3.0,11-15,5.0,1-2h,670.1,MODERATE
>50,None,>8,>20,3.0,3.0,4.0,Sometimes,3,10-20,1,None,3.0,2 trips,5.0,6-10,2.0,<30,663.3,MODERATE
40-45,1-5,1,16-20,3.0,3.0,4.0,Sometimes,1,>45,2,1,3.0,>3 trips,4.0,3-5,5.0,<30,665.6,MODERATE
<35,>15,1,6-10,3.0,3.0,2.0,Sometimes,2,>45,4+,None,3.0,3 trips,5.0,3-5,3.0,No commute,659.9,MODERATE
>50,1-5,2-3,11-15,3.0,3.0,2.0,Sometimes,2,20-30,2,4+,3.0,>3 trips,1.0,11-15,2.0,No commute,660.5,MODERATE
45-50,1-5,4-5,16-20,4.0,4.0,1.0,Often,1,<10,None,4+,4.0,No travel,1.0,3-5,5.0,<30,590.0,MODERATE
>50,11-15,6-8,6-10,1.0,1.0,4.0,Never,2,Unknown,4+,4+,2.0,No travel,2.0,6-10,2.0,<30,686.6,MODERATE
45-50,1-5,>8,>20,3.0,3.0,1.0,Sometimes,1,<10,1,2,3.0,1 trip,2.0,6-10,1.0,30-60,571.3,MODERATE
45-50,11-15,>8,0-5,2.0,2.0,3.0,Rarely,3,>45,4+,None,2.0,No travel,1.0,3-5,4.0,No commute,680.4,MODERATE
35-40,1-5,1,16-20,2.0,2.0,4.0,Rarely,2,20-30,4+,None,2.0,2 trips,2.0,>15,5.0,30-60,711.1,GOOD
35-40,11-15,6-8,11-15,4.0,4.0,1.0,Often,1,10-20,1,None,4.0,>3 trips,1.0,3-5,5.0,30-60,645.8,MODERATE
>50,>15,6-8,>20,1.0,1.0,3.0,Never,3,30-45,None,1,1.0,1 trip,3.0,3-5,2.0,<30,725.3,GOOD
>50,>15,6-8,16-20,3.0,3.0,2.0,Sometimes,1,30-45,None,2,3.0,2 trips,2.0,<3,1.0,No commute,615.7,MODERATE
40-45,1-5,>8,>20,1.0,1.0,5.0,Never,1,20-30,3,4+,2.0,2 trips,5.0,>15,5.0,>2h,748.0,GOOD
<35,6-10,>8,6-10,4.0,4.0,2.0,Often,1,10-20,3,1,4.0,3 trips,1.0,>15,5.0,No commute,677.7,MODERATE
<35,>15,2-3,16-20,3.0,3.0,5.0,Sometimes,4+,20-30,None,2,2.0,No travel,3.0,>15,2.0,30-60,674.7,MODERATE
>50,None,>8,0-5,2.0,2.0,5.0,Rarely,4+,30-45,None,4+,2.0,No travel,4.0,>15,3.0,30-60,681.5,MODERATE
35-40,None,>8,6-10,4.0,4.0,3.0,Often,1,30-45,3,None,4.0,2 trips,2.0,3-5,5.0,<30,672.4,MODERATE
40-45,11-15,2-3,0-5,3.0,3.0,4.0,Sometimes,2,10-20,3,None,3.0,1 trip,1.0,6-10,4.0,1-2h,656.0,MODERATE
<35,6-10,>8,>20,2.0,2.0,2.0,Rarely,2,Unknown,None,None,2.0,2 trips,2.0,3-5,2.0,No commute,612.9,MODERATE
>50,11-15,1,0-5,1.0,1.0,5.0,Never,2,30-45,1,3,2.0,2 trips,2.0,6-10,3.0,>2h,683.0,MODERATE
35-40,1-5,1,6-10,2.0,2.0,2.0,Rarely,4+,20-30,None,None,2.0,No travel,1.0,<3,1.0,No commute,629.9,MODERATE
35-40,>15,2-3,6-10,5.0,5.0,4.0,Always,3,10-20,1,4+,4.0,>3 trips,5.0,3-5,3.0,No commute,682.1,MODERATE
35-40,6-10,2-3,6-10,2.0,2.0,2.0,Rarely,4+,10-20,1,1,2.0,No travel,1.0,<3,1.0,30-60,628.2,MODERATE
45-50,11-15,1,>20,1.0,1.0,4.0,Never,3,20-30,1,1,1.0,3 trips,5.0,11-15,3.0,<30,717.8,GOOD
35-40,11-15,6-8,11-15,1.0,1.0,4.0,Never,3,10-20,3,3,1.0,3 trips,5.0,>15,5.0,>2h,716.1,GOOD
>50,None,>8,>20,1.0,1.0,4.0,Never,3,30-45,2,3,1.0,1 trip,4.0,11-15,4.0,>2h,680.0,MODERATE
40-45,1-5,4-5,6-10,4.0,4.0,1.0,Often,1,<10,None,4+,4.0,>3 trips,1.0,<3,1.0,No commute,581.3,MODERATE
>50,11-15,4-5,>20,2.0,2.0,3.0,Rarely,2,10-20,4+,2,2.0,2 trips,4.0,6-10,5.0,No commute,647.8,MODERATE
35-40,None,2-3,16-20,2.0,2.0,4.0,Rarely,3,20-30,4+,3,2.0,>3 trips,5.0,6-10,2.0,>2h,696.4,MODERATE
40-45,6-10,4-5,16-20,1.0,1.0,4.0,Never,1,Unknown,None,3,2.0,No travel,5.0,6-10,5.0,>2h,751.4,GOOD
<35,11-15,6-8,11-15,3.0,3.0,2.0,Sometimes,1,<10,1,4+,3.0,No travel,1.0,<3,2.0,1-2h,611.4,MODERATE
<35,None,4-5,>20,1.0,1.0,4.0,Never,2,20-30,3,1,2.0,2 trips,2.0,>15,1.0,1-2h,698.7,MODERATE
>50,1-5,1,>20,3.0,3.0,4.0,Sometimes,2,20-30,3,4+,3.0,2 trips,4.0,>15,4.0,>2h,725.5,GOOD
40-45,>15,2-3,16-20,2.0,2.0,2.0,Rarely,4+,10-20,1,None,2.0,3 trips,1.0,<3,1.0,<30,629.9,MODERATE
>50,6-10,4-5,6-10,1.0,1.0,5.0,Never,2,30-45,None,2,2.0,No travel,1.0,3-5,5.0,1-2h,703.2,GOOD
40-45,11-15,>8,0-5,1.0,1.0,4.0,Never,1,10-20,4+,3,2.0,No travel,4.0,>15,3.0,30-60,683.5,MODERATE
40-45,None,2-3,6-10,2.0,2.0,4.0,Rarely,2,10-20,3,2,2.0,3 trips,3.0,11-15,2.0,30-60,684.7,MODERATE
>50,11-15,6-8,11-15,1.0,1.0,5.0,Never,2,30-45,1,4+,1.0,1 trip,2.0,11-15,5.0,30-60,732.9,GOOD
40-45,>15,1,0-5,2.0,2.0,4.0,Rarely,2,30-45,3,1,2.0,1 trip,1.0,3-5,2.0,No commute,653.1,MODERATE
35-40,11-15,4-5,6-10,1.0,1.0,1.0,Never,1,Unknown,1,2,2.0,3 trips,1.0,<3,5.0,1-2h,622.5,MODERATE
40-45,11-15,1,>20,4.0,4.0,4.0,Often,1,20-30,3,3,4.0,No travel,3.0,3-5,3.0,No commute,660.5,MODERATE
40-45,None,6-8,>20,4.0,4.0,1.0,Often,None,<10,4+,None,5.0,No travel,1.0,3-5,2.0,<30,569.0,MODERATE
>50,>15,4-5,16-20,4.0,4.0,2.0,Often,3,30-45,3,2,3.0,1 trip,1.0,6-10,5.0,>2h,641.2,MODERATE
<35,6-10,2-3,>20,5.0,5.0,2.0,Always,2,Unknown,None,4+,4.0,2 trips,2.0,3-5,2.0,>2h,673.9,MODERATE
45-50,None,2-3,>20,3.0,3.0,1.0,Sometimes,1,10-20,2,4+,3.0,2 trips,1.0,6-10,2.0,<30,605.2,MODERATE
40-45,>15,>8,11-15,4.0,4.0,2.0,Often,1,<10,1,2,4.0,3 trips,1.0,11-15,5.0,1-2h,603.4,MODERATE
45-50,>15,6-8,0-5,5.0,5.0,1.0,Always,1,>45,2,4+,5.0,2 trips,1.0,<3,2.0,<30,542.2,POOR
40-45,11-15,4-5,6-10,2.0,2.0,4.0,Rarely,3,<10,4+,2,2.0,1 trip,3.0,6-10,4.0,>2h,682.4,MODERATE
>50,1-5,1,6-10,5.0,5.0,1.0,Always,4+,<10,4+,2,4.0,>3 trips,1.0,3-5,2.0,>2h,587.6,MODERATE
>50,1-5,1,11-15,5.0,5.0,2.0,Always,3,Unknown,2,1,4.0,3 trips,1.0,>15,4.0,<30,701.9,GOOD
40-45,6-10,4-5,0-5,4.0,4.0,2.0,Often,4+,10-20,4+,4+,3.0,No travel,4.0,6-10,2.0,No commute,666.0,MODERATE
>50,11-15,6-8,>20,4.0,4.0,3.0,Often,2,20-30,4+,1,4.0,>3 trips,5.0,6-10,5.0,<30,714.7,GOOD
>50,1-5,6-8,11-15,3.0,3.0,4.0,Sometimes,3,Unknown,1,4+,3.0,1 trip,2.0,>15,4.0,No commute,735.5,GOOD
40-45,None,1,>20,3.0,3.0,4.0,Sometimes,3,<10,1,1,3.0,No travel,2.0,<3,2.0,1-2h,635.4,MODERATE
<35,6-10,4-5,6-10,1.0,1.0,4.0,Never,4+,10-20,1,None,1.0,2 trips,5.0,>15,1.0,>2h,734.4,GOOD
40-45,11-15,4-5,11-15,3.0,3.0,4.0,Sometimes,3,Unknown,None,4+,3.0,3 trips,5.0,6-10,3.0,30-60,711.0,GOOD
<35,None,1,11-15,4.0,4.0,3.0,Often,2,>45,None,1,4.0,2 trips,2.0,3-5,5.0,30-60,658.2,MODERATE
>50,1-5,4-5,11-15,2.0,2.0,4.0,Rarely,1,Unknown,None,None,3.0,3 trips,4.0,11-15,2.0,>2h,652.8,MODERATE
<35,1-5,4-5,6-10,2.0,2.0,2.0,Rarely,1,30-45,None,None,3.0,1 trip,2.0,6-10,4.0,<30,653.3,MODERATE
>50,1-5,2-3,6-10,4.0,4.0,1.0,Often,2,<10,2,None,4.0,1 trip,4.0,6-10,2.0,>2h,641.6,MODERATE
<35,1-5,2-3,16-20,3.0,3.0,1.0,Sometimes,2,<10,1,1,3.0,No travel,4.0,3-5,2.0,<30,621.0,MODERATE
<35,>15,>8,6-10,3.0,3.0,2.0,Sometimes,3,<10,4+,None,3.0,3 trips,2.0,3-5,1.0,<30,626.3,MODERATE
40-45,6-10,>8,6-10,4.0,4.0,3.0,Often,3,>45,3,3,3.0,>3 trips,2.0,3-5,2.0,>2h,638.4,MODERATE
<35,6-10,6-8,>20,2.0,2.0,4.0,Rarely,3,10-20,None,4+,2.0,2 trips,4.0,>15,5.0,30-60,722.9,GOOD
>50,1-5,2-3,6-10,5.0,5.0,2.0,Always,1,<10,4+,3,5.0,3 trips,1.0,<3,5.0,>2h,632.0,MODERATE
40-45,6-10,2-3,0-5,2.0,2.0,2.0,Rarely,3,10-20,1,3,2.0,>3 trips,1.0,6-10,1.0,<30,595.5,MODERATE
<35,None,2-3,>20,2.0,2.0,4.0,Rarely,4+,20-30,2,4+,2.0,2 trips,1.0,>15,1.0,1-2h,665.8,MODERATE
40-45,None,2-3,16-20,1.0,1.0,2.0,Never,4+,20-30,4+,3,1.0,1 trip,1.0,3-5,2.0,30-60,642.2,MODERATE
45-50,6-10,6-8,0-5,3.0,3.0,4.0,Sometimes,1,>45,3,None,3.0,1 trip,2.0,11-15,5.0,<30,699.8,MODERATE
40-45,1-5,1,16-20,3.0,3.0,5.0,Sometimes,3,<10,4+,2,3.0,No travel,5.0,>15,5.0,30-60,701.5,GOOD
45-50,11-15,6-8,11-15,1.0,1.0,3.0,Never,3,Unknown,1,3,1.0,1 trip,1.0,11-15,5.0,No commute,737.0,GOOD
45-50,1-5,1,11-15,4.0,4.0,4.0,Often,3,10-20,4+,4+,3.0,1 trip,2.0,<3,1.0,>2h,677.7,MODERATE
40-45,>15,>8,11-15,4.0,4.0,2.0,Often,None,20-30,2,1,4.0,1 trip,5.0,3-5,5.0,>2h,658.0,MODERATE
>50,11-15,2-3,6-10,4.0,4.0,5.0,Often,4+,30-45,1,1,3.0,3 trips,1.0,<3,2.0,30-60,650.0,MODERATE
>50,>15,1,6-10,2.0,2.0,2.0,Rarely,4+,<10,None,None,2.0,No travel,5.0,3-5,1.0,No commute,659.4,MODERATE
>50,6-10,6-8,>20,3.0,3.0,4.0,Sometimes,2,20-30,1,3,3.0,3 trips,2.0,6-10,2.0,1-2h,675.8,MODERATE
35-40,>15,1,0-5,5.0,5.0,4.0,Always,1,Unknown,4+,2,5.0,>3 trips,2.0,>15,3.0,1-2h,710.5,GOOD
45-50,6-10,4-5,0-5,5.0,5.0,2.0,Always,3,20-30,3,1,4.0,1 trip,2.0,>15,5.0,1-2h,634.4,MODERATE
40-45,>15,>8,11-15,2.0,2.0,5.0,Rarely,3,Unknown,1,2,2.0,>3 trips,3.0,<3,4.0,30-60,651.8,MODERATE
>50,11-15,>8,11-15,2.0,2.0,4.0,Rarely,3,<10,1,None,2.0,>3 trips,2.0,3-5,2.0,<30,694.0,MODERATE
>50,>15,2-3,6-10,5.0,5.0,1.0,Always,3,<10,1,4+,4.0,3 trips,2.0,<3,1.0,>2h,564.7,MODERATE
40-45,1-5,2-3,16-20,3.0,3.0,5.0,Sometimes,3,Unknown,1,4+,3.0,1 trip,5.0,11-15,2.0,No commute,721.7,GOOD
45-50,6-10,6-8,0-5,1.0,1.0,3.0,Never,1,30-45,4+,None,2.0,3 trips,2.0,<3,1.0,No commute,657.7,MODERATE
40-45,None,1,0-5,5.0,5.0,4.0,Always,3,30-45,None,2,4.0,2 trips,2.0,3-5,3.0,1-2h,609.3,MODERATE
35-40,>15,4-5,16-20,1.0,1.0,3.0,Never,1,>45,3,2,2.0,2 trips,4.0,3-5,4.0,1-2h,673.3,MODERATE
35-40,6-10,>8,0-5,1.0,1.0,3.0,Never,None,Unknown,1,2,2.0,1 trip,1.0,3-5,2.0,No commute,696.8,MODERATE
40-45,None,1,0-5,4.0,4.0,2.0,Often,2,>45,3,None,4.0,>3 trips,5.0,>15,5.0,>2h,697.9,MODERATE
45-50,6-10,4-5,6-10,1.0,1.0,4.0,Never,None,Unknown,4+,1,2.0,3 trips,5.0,6-10,2.0,No commute,744.3,GOOD
>50,6-10,1,0-5,2.0,2.0,4.0,Rarely,2,<10,None,1,2.0,>3 trips,2.0,3-5,1.0,1-2h,600.4,MODERATE
35-40,None,2-3,11-15,5.0,5.0,4.0,Always,2,Unknown,1,3,4.0,2 trips,4.0,>15,2.0,1-2h,739.3,GOOD
35-40,None,>8,11-15,3.0,3.0,2.0,Sometimes,3,10-20,None,4+,3.0,3 trips,2.0,3-5,4.0,30-60,638.6,MODERATE
45-50,11-15,4-5,>20,5.0,5.0,1.0,Always,1,>45,1,4+,5.0,3 trips,3.0,3-5,2.0,1-2h,608.0,MODERATE
35-40,>15,2-3,6-10,2.0,2.0,2.0,Rarely,3,Unknown,1,3,2.0,3 trips,5.0,3-5,5.0,30-60,687.5,MODERATE
35-40,>15,6-8,6-10,2.0,2.0,4.0,Rarely,4+,20-30,2,2,2.0,1 trip,5.0,3-5,2.0,>2h,710.8,GOOD
45-50,6-10,6-8,11-15,4.0,4.0,1.0,Often,2,Unknown,3,None,4.0,1 trip,4.0,11-15,3.0,1-2h,653.9,MODERATE
40-45,1-5,2-3,6-10,1.0,1.0,4.0,Never,2,10-20,None,4+,2.0,1 trip,1.0,6-10,4.0,1-2h,701.7,GOOD
>50,1-5,4-5,6-10,2.0,2.0,2.0,Rarely,1,10-20,3,2,3.0,3 trips,1.0,3-5,5.0,No commute,697.9,MODERATE
>50,6-10,4-5,>20,5.0,5.0,1.0,Always,2,>45,3,1,4.0,>3 trips,2.0,<3,5.0,1-2h,594.4,MODERATE
35-40,11-15,>8,16-20,2.0,2.0,4.0,Rarely,1,10-20,3,2,3.0,No travel,1.0,6-10,2.0,>2h,639.9,MODERATE
>50,None,2-3,0-5,1.0,1.0,4.0,Never,1,20-30,None,3,1.0,>3 trips,5.0,11-15,2.0,<30,720.6,GOOD
40-45,6-10,6-8,>20,5.0,5.0,2.0,Always,3,Unknown,1,None,4.0,2 trips,1.0,3-5,1.0,No commute,641.8,MODERATE
35-40,>15,2-3,16-20,3.0,3.0,2.0,Sometimes,1,30-45,1,4+,3.0,2 trips,1.0,<3,2.0,>2h,583.0,MODERATE
>50,1-5,1,0-5,3.0,3.0,3.0,Sometimes,1,<10,1,3,3.0,1 trip,2.0,>15,5.0,30-60,703.8,GOOD
<35,1-5,4-5,11-15,2.0,2.0,4.0,Rarely,4+,<10,1,1,2.0,No travel,2.0,6-10,1.0,No commute,666.2,MODERATE
<35,1-5,1,16-20,5.0,5.0,4.0,Always,2,Unknown,1,1,4.0,1 trip,5.0,6-10,5.0,1-2h,712.5,GOOD
<35,11-15,6-8,0-5,3.0,3.0,4.0,Sometimes,2,Unknown,1,None,3.0,>3 trips,5.0,6-10,5.0,No commute,721.0,GOOD
<35,>15,4-5,>20,4.0,4.0,5.0,Often,3,30-45,4+,4+,3.0,1 trip,4.0,3-5,5.0,30-60,688.5,MODERATE
<35,11-15,6-8,0-5,1.0,1.0,2.0,Never,2,30-45,4+,1,2.0,2 trips,2.0,>15,2.0,<30,697.5,MODERATE
35-40,None,6-8,6-10,4.0,4.0,1.0,Often,3,<10,1,3,3.0,2 trips,1.0,6-10,2.0,1-2h,639.4,MODERATE
45-50,6-10,6-8,0-5,2.0,2.0,4.0,Rarely,3,Unknown,None,1,2.0,1 trip,2.0,3-5,5.0,>2h,709.3,GOOD
45-50,6-10,>8,11-15,2.0,2.0,2.0,Rarely,2,30-45,3,4+,2.0,>3 trips,2.0,11-15,5.0,<30,703.6,GOOD
35-40,1-5,6-8,>20,2.0,2.0,3.0,Rarely,3,10-20,3,2,2.0,3 trips,5.0,11-15,5.0,30-60,708.7,GOOD
35-40,1-5,6-8,16-20,2.0,2.0,5.0,Rarely,2,Unknown,None,1,2.0,>3 trips,5.0,>15,5.0,<30,760.2,GOOD
40-45,None,1,0-5,3.0,3.0,2.0,Sometimes,2,<10,4+,1,3.0,1 trip,1.0,11-15,1.0,>2h,617.3,MODERATE
45-50,11-15,1,>20,3.0,3.0,4.0,Sometimes,3,>45,3,1,3.0,>3 trips,2.0,6-10,5.0,>2h,717.8,GOOD
<35,>15,1,11-15,4.0,4.0,2.0,Often,4+,Unknown,4+,2,3.0,2 trips,1.0,3-5,1.0,No commute,644.8,MODERATE
35-40,None,4-5,16-20,1.0,1.0,4.0,Never,2,Unknown,2,4+,2.0,No travel,4.0,11-15,4.0,<30,736.3,GOOD
<35,6-10,>8,0-5,1.0,1.0,3.0,Never,4+,<10,3,3,1.0,2 trips,5.0,<3,1.0,No commute,637.1,MODERATE
45-50,6-10,4-5,11-15,5.0,5.0,5.0,Always,1,>45,2,4+,5.0,2 trips,1.0,6-10,3.0,1-2h,675.8,MODERATE
>50,11-15,>8,6-10,2.0,2.0,2.0,Rarely,1,<10,2,None,3.0,3 trips,2.0,6-10,1.0,30-60,644.4,MODERATE
>50,None,>8,>20,4.0,4.0,3.0,Often,1,Unknown,2,3,4.0,1 trip,2.0,>15,5.0,1-2h,741.9,GOOD
35-40,>15,2-3,>20,3.0,3.0,2.0,Sometimes,1,20-30,2,2,3.0,3 trips,2.0,>15,4.0,>2h,651.0,MODERATE
40-45,None,2-3,0-5,2.0,2.0,1.0,Rarely,4+,<10,1,None,1.0,3 trips,2.0,<3,1.0,>2h,636.7,MODERATE
<35,None,2-3,11-15,1.0,1.0,1.0,Never,4+,30-45,1,1,1.0,1 trip,1.0,<3,2.0,>2h,636.7,MODERATE
35-40,11-15,>8,16-20,3.0,3.0,2.0,Sometimes,2,10-20,None,1,3.0,>3 trips,5.0,11-15,5.0,>2h,690.7,MODERATE
40-45,>15,>8,16-20,1.0,1.0,4.0,Never,3,20-30,3,4+,1.0,No travel,1.0,3-5,1.0,<30,670.5,MODERATE
<35,6-10,4-5,16-20,2.0,2.0,2.0,Rarely,1,<10,None,2,3.0,3 trips,2.0,6-10,2.0,<30,622.1,MODERATE
45-50,1-5,>8,16-20,4.0,4.0,5.0,Often,3,20-30,2,2,3.0,3 trips,5.0,11-15,3.0,>2h,687.3,MODERATE
>50,>15,6-8,0-5,3.0,3.0,4.0,Sometimes,1,20-30,None,1,3.0,>3 trips,4.0,3-5,2.0,1-2h,697.0,MODERATE
40-45,6-10,6-8,0-5,4.0,4.0,4.0,Often,3,30-45,1,1,3.0,1 trip,2.0,6-10,1.0,30-60,632.7,MODERATE
<35,11-15,>8,>20,1.0,1.0,4.0,Never,3,<10,4+,2,1.0,2 trips,1.0,>15,2.0,30-60,737.8,GOOD
35-40,>15,6-8,11-15,4.0,4.0,4.0,Often,2,20-30,4+,2,4.0,>3 trips,2.0,11-15,1.0,1-2h,673.9,MODERATE
<35,>15,>8,6-10,3.0,3.0,2.0,Sometimes,2,30-45,4+,4+,3.0,2 trips,1.0,<3,1.0,1-2h,586.6,MODERATE
35-40,6-10,2-3,0-5,4.0,4.0,4.0,Often,3,>45,4+,1,3.0,No travel,5.0,3-5,2.0,1-2h,651.4,MODERATE
>50,6-10,>8,16-20,4.0,4.0,4.0,Often,2,Unknown,4+,2,4.0,3 trips,4.0,>15,5.0,30-60,721.9,GOOD
>50,None,2-3,6-10,1.0,1.0,2.0,Never,2,>45,3,None,2.0,No travel,1.0,6-10,2.0,30-60,673.5,MODERATE
<35,None,1,>20,3.0,3.0,4.0,Sometimes,3,10-20,2,None,3.0,2 trips,5.0,<3,1.0,>2h,680.7,MODERATE
<35,>15,6-8,16-20,3.0,3.0,4.0,Sometimes,3,>45,1,None,3.0,2 trips,5.0,11-15,5.0,>2h,710.4,GOOD
35-40,1-5,1,11-15,5.0,5.0,3.0,Always,1,Unknown,4+,3,5.0,2 trips,1.0,<3,1.0,1-2h,601.0,MODERATE
35-40,11-15,6-8,6-10,4.0,4.0,2.0,Often,2,Unknown,3,None,4.0,3 trips,1.0,<3,2.0,<30,636.0,MODERATE
40-45,6-10,1,>20,2.0,2.0,1.0,Rarely,2,<10,1,2,2.0,1 trip,5.0,11-15,4.0,<30,679.0,MODERATE
40-45,None,>8,0-5,1.0,1.0,4.0,Never,3,30-45,4+,3,1.0,1 trip,5.0,>15,1.0,No commute,746.7,GOOD
40-45,11-15,1,11-15,2.0,2.0,3.0,Rarely,3,Unknown,2,1,2.0,3 trips,1.0,>15,5.0,30-60,741.6,GOOD
<35,>15,6-8,16-20,1.0,1.0,2.0,Never,4+,20-30,None,2,1.0,1 trip,1.0,<3,1.0,<30,638.8,MODERATE
40-45,6-10,4-5,6-10,2.0,2.0,5.0,Rarely,3,20-30,2,None,2.0,1 trip,2.0,>15,5.0,No commute,705.1,GOOD
<35,6-10,6-8,>20,3.0,3.0,2.0,Sometimes,None,10-20,2,1,4.0,3 trips,1.0,<3,1.0,30-60,601.7,MODERATE
>50,None,4-5,6-10,3.0,3.0,5.0,Sometimes,1,10-20,4+,None,3.0,1 trip,1.0,3-5,5.0,1-2h,702.1,GOOD
45-50,1-5,>8,11-15,1.0,1.0,3.0,Never,3,10-20,None,4+,1.0,1 trip,5.0,11-15,2.0,1-2h,694.9,MODERATE
>50,6-10,6-8,0-5,2.0,2.0,4.0,Rarely,2,Unknown,None,3,2.0,>3 trips,5.0,6-10,5.0,>2h,751.2,GOOD
<35,1-5,1,0-5,2.0,2.0,4.0,Rarely,1,Unknown,1,1,3.0,No travel,4.0,3-5,5.0,No commute,733.8,GOOD
<35,11-15,>8,11-15,1.0,1.0,4.0,Never,3,10-20,3,None,1.0,No travel,5.0,6-10,2.0,No commute,693.8,MODERATE
45-50,6-10,6-8,16-20,4.0,4.0,2.0,Often,3,30-45,1,4+,3.0,No travel,2.0,11-15,5.0,No commute,679.6,MODERATE
35-40,6-10,>8,6-10,1.0,1.0,2.0,Never,2,>45,4+,3,2.0,>3 trips,1.0,3-5,5.0,No commute,679.2,MODERATE
35-40,1-5,4-5,16-20,1.0,1.0,1.0,Never,4+,<10,None,None,1.0,No travel,2.0,6-10,2.0,>2h,615.0,MODERATE
35-40,None,>8,>20,4.0,4.0,4.0,Often,3,>45,2,2,3.0,2 trips,2.0,11-15,5.0,>2h,670.5,MODERATE
